
Train,11050,AHMEDABAD EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
12,RJN,RAJ NANDGAON,1,12:06:00,12:08:00,2,897,2,
13,G,GONDIA JN,1,13:37:00,13:39:00,2,1001,2,
14,TMR,TUMSAR ROAD,1,14:13:00,14:15:00,2,1051,2,
15,BRD,BHANDARA ROAD,1,14:29:00,14:30:00,1,1069,2,
16,NGP,NAGPUR,1,15:40:00,15:50:00,10,1131,2,
17,WR,WARDHA JN,1,16:43:00,16:46:00,3,1210,2,
18,BD,BADNERA JN,1,18:25:00,18:28:00,3,1305,2,
19,AK,AKOLA JN,1,19:22:00,19:25:00,3,1384,2,
20,SEG,SHEGAON,1,19:49:00,19:50:00,1,1421,2,
21,MKU,MALKAPUR,1,20:24:00,20:25:00,1,1474,2,
22,BSL,BHUSAVAL JN,1,21:20:00,21:30:00,10,1524,2,
23,JL,JALGAON JN,1,21:54:00,21:55:00,1,1548,2,
24,MMR,MANMAD JN,1,23:50:00,23:55:00,5,1708,2,
25,KPG,KOPARGAON,1,01:29:00,01:30:00,1,1750,3,
26,BAP,BELAPUR,1,02:19:00,02:20:00,1,1794,3,
27,ANG,AHMADNAGAR,1,03:27:00,03:30:00,3,1861,3,
28,DD,DAUND JN,1,05:05:00,05:20:00,15,1944,3,
29,PUNE,PUNE JN,1,06:50:00,Destination,0,2020,3,


Train,11025,BSL PUNE EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,BSL,BHUSAVAL JN,1,Source,00:25:00,0,0,1,
2,JL,JALGAON JN,1,00:51:00,00:53:00,2,25,1,
3,PC,PACHORA JN,1,01:24:00,01:26:00,2,73,1,
4,KJ,KAJGAON,1,01:44:00,01:45:00,1,98,1,
5,CSN,CHALISGAON JN,1,01:58:00,02:00:00,2,118,1,
6,MMR,MANMAD JN,1,04:15:00,04:20:00,5,185,1,
7,LS,LASALGAON,1,04:35:00,04:36:00,1,209,1,
8,NK,NASIK ROAD,1,05:05:00,05:10:00,5,258,1,
9,DVL,DEVLALI,1,05:18:00,05:20:00,2,264,1,
10,IGP,IGATPURI,1,06:15:00,06:20:00,5,309,1,
11,KYN,KALYAN JN,1,08:00:00,08:05:00,5,392,1,
12,PNVL,PANVEL,1,09:00:00,09:05:00,5,428,1,
13,CKHS,CHIKHLI,1,09:15:00,09:16:00,1,432,1,
14,MHPE,MOHOPE,1,09:26:00,09:27:00,1,438,1,
15,CHOK,CHAUK,1,09:37:00,09:38:00,1,445,1,
16,KJT,KARJAT,1,09:55:00,10:00:00,5,456,1,
17,LNL,LONAVALA,1,10:54:00,10:55:00,1,484,1,
18,CCH,CHINCHVAD,1,11:29:00,11:30:00,1,532,1,
19,PUNE,PUNE JN,1,12:05:00,Destination,0,548,1,


Train,11089,BGKTPUNE EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,BGKT,BHAGAT KI KOTHI,1,Source,05:40:00,0,0,1,
2,LUNI,LUNI JN,1,06:10:00,06:13:00,3,29,1,
3,PMY,PALI MARWAR,1,06:41:00,06:43:00,2,73,1,
4,MJ,MARWAR JN,1,07:36:00,07:45:00,9,100,1,
5,FA,FALNA,1,08:34:00,08:36:00,2,167,1,
6,ABR,ABU ROAD,1,10:06:00,10:25:00,19,266,1,
7,PNU,PALANPUR JN,1,11:48:00,11:50:00,2,318,1,
8,MSH,MAHESANA JN,1,13:05:00,13:07:00,2,383,1,
9,SBT,SABARMATI JN,1,14:08:00,14:10:00,2,451,1,
10,ADI,AHMEDABAD JN,1,15:15:00,16:25:00,22,456,1,
11,ND,NADIAD JN,1,17:05:00,17:07:00,2,502,1,
12,ANND,ANAND JN,1,17:25:00,17:27:00,2,520,1,
13,BRC,VADODARA JN,1,18:15:00,18:20:00,5,556,1,
14,BH,BHARUCH JN,1,19:08:00,19:10:00,2,626,1,
15,ST,SURAT,1,20:10:00,20:20:00,10,685,1,
16,NVS,NAVSARI,1,20:43:00,20:45:00,2,714,1,
17,BL,VALSAD,1,21:21:00,21:23:00,2,753,1,
18,VAPI,VAPI,1,21:46:00,21:48:00,2,777,1,
19,DRD,DAHANU ROAD,1,22:26:00,22:28:00,2,828,1,
20,BSR,VASAI ROAD,1,00:10:00,00:15:00,5,900,2,
21,BIRD,BHIWANDI ROAD,1,00:53:00,00:55:00,2,927,2,
22,KYN,KALYAN JN,1,01:45:00,01:50:00,5,952,2,
23,KJT,KARJAT,1,02:28:00,02:30:00,2,999,2,
24,LNL,LONAVALA,1,03:23:00,03:25:00,2,1027,2,
25,SVJR,SHIVAJINAGAR,1,04:18:00,04:20:00,2,1088,2,
26,PUNE,PUNE JN,1,04:45:00,Destination,0,1091,2,


Train,11091,BHUJ PUNE EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,BHUJ,BHUJ,1,Source,08:30:00,0,0,1,
2,AJE,ANJAR,1,09:12:00,09:14:00,2,42,1,
3,AI,ADIPUR,1,09:24:00,09:26:00,2,49,1,
4,GIMB,GANDHIDHAM BG,1,09:45:00,10:05:00,20,58,1,
5,BCOB,BHACHAU BG,1,10:36:00,10:38:00,2,95,1,
6,SIOB,SAMAKHIALI B G,1,11:03:00,11:05:00,2,111,1,
7,DHG,DHRANGDHRA,1,12:58:00,13:00:00,2,228,1,
8,VG,VIRAMGAM JN,1,14:19:00,14:21:00,2,294,1,
9,ADI,AHMEDABAD JN,1,15:30:00,16:25:00,7,359,1,
10,ND,NADIAD JN,1,17:05:00,17:07:00,2,405,1,
11,ANND,ANAND JN,1,17:25:00,17:27:00,2,423,1,
12,BRC,VADODARA JN,1,18:15:00,18:20:00,5,459,1,
13,BH,BHARUCH JN,1,19:08:00,19:10:00,2,529,1,
14,ST,SURAT,1,20:10:00,20:20:00,10,588,1,
15,NVS,NAVSARI,1,20:43:00,20:45:00,2,617,1,
16,BL,VALSAD,1,21:21:00,21:23:00,2,656,1,
17,VAPI,VAPI,1,21:46:00,21:48:00,2,680,1,
18,BSR,VASAI ROAD,1,00:10:00,00:15:00,5,803,2,
19,BIRD,BHIWANDI ROAD,1,00:53:00,00:55:00,2,830,2,
20,KYN,KALYAN JN,1,01:45:00,01:50:00,5,855,2,
21,KJT,KARJAT,1,02:28:00,02:30:00,2,901,2,
22,LNL,LONAVALA,1,03:24:00,03:25:00,1,929,2,
23,SVJR,SHIVAJINAGAR,1,04:19:00,04:20:00,1,991,2,
24,PUNE,PUNE JN,1,04:45:00,Destination,0,993,2,


Train,11104,BDTS JHANSI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,BDTS,BANDRA TERMINUS,1,Source,05:10:00,0,0,1,
2,BVI,BORIVALI,1,05:38:00,05:40:00,2,19,1,
3,VAPI,VAPI,1,07:24:00,07:26:00,2,159,1,
4,ST,SURAT,1,08:50:00,08:55:00,5,252,1,
5,BRC,VADODARA JN,1,10:40:00,10:50:00,10,381,1,
6,GDA,GODHRA JN,1,12:00:00,12:02:00,2,455,1,
7,DHD,DAHOD,1,12:59:00,13:01:00,2,529,1,
8,RTM,RATLAM JN,1,14:40:00,15:00:00,20,642,1,
9,NAD,NAGDA JN,1,15:48:00,15:50:00,2,684,1,
10,UJN,UJJAIN JN,1,17:10:00,17:30:00,20,739,1,
11,MKC,MAKSI,1,18:40:00,18:42:00,2,780,1,
12,SFY,SHAJAPUR,1,19:06:00,19:08:00,2,808,1,
13,BRRG,BIYAVRA RAJGARH,1,20:28:00,20:30:00,2,896,1,
14,CBK,CHACHAURA BNGJ,1,20:58:00,21:00:00,2,927,1,
15,RTA,RUTHIYAI,1,21:38:00,21:40:00,2,973,1,
16,GUNA,GUNA,1,22:20:00,22:30:00,10,994,1,
17,SVPI,SHIVPURI,1,00:35:00,00:40:00,5,1096,2,
18,GWL,GWALIOR,1,04:10:00,04:40:00,6,1221,2,
19,DBA,DABRA,1,05:15:00,05:17:00,2,1263,2,
20,DAA,DATIA,1,05:43:00,05:45:00,2,1294,2,
21,JHS,JHANSI JN,1,06:25:00,Destination,0,1318,2,


Train,11107,BUNDELKHAND EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,GWL,GWALIOR,1,Source,20:40:00,0,0,1,
2,DBA,DABRA,1,21:15:00,21:17:00,2,43,1,
3,DAA,DATIA,1,21:43:00,21:45:00,2,73,1,
4,JHS,JHANSI JN,1,22:20:00,22:30:00,10,98,1,
5,BWR,BARWA SAGAR,1,22:53:00,22:55:00,2,120,1,
6,NEW,NIVARI,1,23:06:00,23:08:00,2,129,1,
7,MRPR,MAU RANIPUR,1,23:40:00,23:42:00,2,161,1,
8,HPP,HARPALPUR,1,00:04:00,00:06:00,2,183,2,
9,BTX,BELA TAL,1,00:27:00,00:29:00,2,205,2,
10,KLAR,KULPAHAR,1,00:44:00,00:46:00,2,214,2,
11,MBA,MAHOBA,1,01:08:00,01:10:00,2,235,2,
12,BNDA,BANDA JN,1,02:20:00,02:30:00,10,289,2,
13,KHU,KHURHAND,1,02:48:00,02:50:00,2,308,2,
14,ATE,ATARRA,1,03:07:00,03:09:00,2,321,2,
15,BTKP,BHARAT KUP,1,03:33:00,03:35:00,2,342,2,
16,CKTD,CHITRAKOT,1,03:51:00,03:53:00,2,358,2,
17,MKP,MANIKPUR JN,1,04:35:00,04:40:00,5,389,2,
18,DBR,DABHAURA,1,04:58:00,05:00:00,2,412,2,
19,BRG,BARGARH,1,05:16:00,05:18:00,2,427,2,
20,SRJ,SHANKARGARH,1,05:35:00,05:37:00,2,444,2,
21,NYN,NAINI,1,06:20:00,06:25:00,5,482,2,
22,ALD,ALLAHABAD JN,1,06:50:00,07:10:00,20,489,2,
23,PRG,PRAYAG,1,07:22:00,07:24:00,2,496,2,
24,PFM,PHAPHAMAU JN,1,07:41:00,07:43:00,2,502,2,
25,PLP,PHULPUR,1,08:06:00,08:08:00,2,526,2,
26,URPR,UGRASENPUR,1,08:17:00,08:19:00,2,534,2,
27,JNH,JANGHAI JN,1,08:38:00,08:40:00,2,549,2,
28,SAW,SURIAWAN,1,08:57:00,08:59:00,2,564,2,
29,BOY,BHADOHI,1,09:13:00,09:15:00,2,580,2,
30,BSB,VARANASI JN,1,10:50:00,Destination,0,624,2,


Train,11108,BUNDELKHAND EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,BSB,VARANASI JN,1,Source,17:45:00,0,0,1,
2,CHH,CHAUKHANDI,1,18:04:00,18:06:00,2,16,1,
3,SWPR,SEWAPURI,1,18:12:00,18:14:00,2,23,1,
4,KEH,KAPSETI,1,18:20:00,18:22:00,2,28,1,
5,PRF,PARSIPUR,1,18:37:00,18:39:00,2,37,1,
6,BOY,BHADOHI,1,18:47:00,18:49:00,2,45,1,
7,MOF,MONDH,1,19:01:00,19:03:00,2,53,1,
8,SAW,SURIAWAN,1,19:10:00,19:12:00,2,60,1,
9,SQN,SARAI KANSRAI,1,19:20:00,19:22:00,2,70,1,
10,JNH,JANGHAI JN,1,19:32:00,19:34:00,2,76,1,
11,URPR,UGRASENPUR,1,19:52:00,19:53:00,1,90,1,
12,PLP,PHULPUR,1,20:04:00,20:06:00,2,99,1,
13,PFM,PHAPHAMAU JN,1,21:18:00,21:20:00,2,122,1,
14,PRG,PRAYAG,1,21:38:00,21:40:00,2,129,1,
15,ALD,ALLAHABAD JN,1,22:00:00,22:20:00,20,135,1,
16,NYN,NAINI,1,22:42:00,22:45:00,3,143,1,
17,SRJ,SHANKARGARH,1,23:11:00,23:13:00,2,180,1,
18,BRG,BARGARH,1,23:29:00,23:31:00,2,197,1,
19,DBR,DABHAURA,1,23:46:00,23:48:00,2,213,1,
20,MKP,MANIKPUR JN,1,00:25:00,00:30:00,5,236,2,
21,CKTD,CHITRAKOT,1,00:59:00,01:01:00,2,267,2,
22,BTKP,BHARAT KUP,1,01:17:00,01:19:00,2,282,2,
23,ATE,ATARRA,1,01:37:00,01:39:00,2,304,2,
24,KHU,KHURHAND,1,01:52:00,01:54:00,2,317,2,
25,BNDA,BANDA JN,1,02:25:00,02:35:00,10,336,2,
26,MBA,MAHOBA,1,03:28:00,03:30:00,2,389,2,
27,KLAR,KULPAHAR,1,03:48:00,03:50:00,2,411,2,
28,BTX,BELA TAL,1,04:02:00,04:04:00,2,419,2,
29,HPP,HARPALPUR,1,04:24:00,04:26:00,2,442,2,
30,MRPR,MAU RANIPUR,1,04:48:00,04:50:00,2,463,2,
31,NEW,NIVARI,1,05:43:00,05:45:00,2,496,2,
32,BWR,BARWA SAGAR,1,05:56:00,05:58:00,2,505,2,
33,JHS,JHANSI JN,1,07:05:00,07:15:00,10,527,2,
34,DAA,DATIA,1,07:35:00,07:37:00,2,552,2,
35,DBA,DABRA,1,08:05:00,08:07:00,2,582,2,
36,GWL,GWALIOR,1,08:55:00,Destination,0,624,2,


Train,11123,BJU GWL MAIL,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,BJU,BARAUNI JN,1,Source,18:45:00,0,0,1,
2,DSS,DALSINGH SARAI,1,19:14:00,19:15:00,1,28,1,
3,SPJ,SAMASTIPUR JN,1,19:45:00,19:55:00,10,51,1,
4,KRBP,KHUDIRAM B PUSA,1,20:09:00,20:10:00,1,65,1,
5,DOL,DHOLI,1,20:23:00,20:24:00,1,78,1,
6,MFP,MUZAFFARPUR JN,1,21:28:00,21:35:00,7,103,1,
7,BNR,BHAGWANPUR,1,22:14:00,22:15:00,1,137,1,
8,SAI,SARAI,1,22:25:00,22:26:00,1,146,1,
9,HJP,HAJIPUR JN,1,22:44:00,22:45:00,1,157,1,
10,SEE,SONPUR JN,1,22:55:00,23:00:00,5,163,1,
11,DGA,DIGHWARA,1,23:38:00,23:39:00,1,186,1,
12,CPR,CHHAPRA,1,00:20:00,00:30:00,10,216,2,
13,DDA,DURAUNDHA JN,1,01:03:00,01:04:00,1,259,2,
14,SV,SIWAN JN,1,01:25:00,01:30:00,5,277,2,
15,MW,MAIRWA,1,01:52:00,01:53:00,1,298,2,
16,BTK,BANKATA,1,02:03:00,02:04:00,1,305,2,
17,BHTR,BHATPAR RANI,1,02:22:00,02:23:00,1,313,2,
18,BTT,BHATNI JN,1,02:42:00,02:48:00,6,326,2,
19,DEOS,DEORIA SADAR,1,03:05:00,03:06:00,1,347,2,
20,GB,GAURI BAZAR,1,03:26:00,03:27:00,1,362,2,
21,CC,CHAURI CHAURA,1,03:43:00,03:44:00,1,372,2,
22,GKP,GORAKHPUR JN,1,04:40:00,04:55:00,15,396,2,
23,SWA,SAHJANWA,1,05:21:00,05:22:00,1,414,2,
24,KLD,KHALILABAD,1,05:45:00,05:46:00,1,431,2,
25,BST,BASTI,1,06:15:00,06:20:00,5,460,2,
26,BV,BABHNAN,1,06:43:00,06:45:00,2,491,2,
27,MSW,MASKANWA,1,07:04:00,07:06:00,2,507,2,
28,MUR,MANKAPUR JN,1,07:18:00,07:20:00,2,522,2,
29,GD,GONDA JN,1,07:55:00,08:10:00,15,550,2,
30,CLJ,COLONELGANJ,1,08:35:00,08:36:00,1,578,2,
31,BUW,BURHWAL,1,09:32:00,09:34:00,2,611,2,
32,BBK,BARABANKI JN,1,10:45:00,10:47:00,2,638,2,
33,LKO,LUCKNOW NR,1,11:40:00,11:50:00,10,667,2,
34,ON,UNNAO JN,1,12:57:00,12:58:00,1,723,2,
35,CNB,KANPUR CENTRAL,1,13:35:00,13:45:00,10,740,2,
36,GOY,GOVINDPURI,1,13:59:00,14:00:00,1,743,2,
37,BZM,BHIMSEN,1,14:15:00,14:16:00,1,754,2,
38,PMN,PAMAN,1,14:32:00,14:33:00,1,769,2,
39,LLR,LALPUR,1,14:48:00,14:50:00,2,783,2,
40,PHN,POKHRAYAN,1,14:56:00,14:57:00,1,799,2,
41,KPI,KALPI,1,15:14:00,15:15:00,1,813,2,
42,ORAI,ORAI,1,15:46:00,15:47:00,1,846,2,
43,AIT,AIT,1,16:11:00,16:12:00,1,871,2,
44,MOTH,MOTH,1,16:53:00,16:54:00,1,905,2,
45,CGN,CHIRGAON,1,17:14:00,17:15:00,1,928,2,
46,JHS,JHANSI JN,1,18:25:00,18:40:00,15,960,2,
47,DAA,DATIA,1,19:11:00,19:12:00,1,985,2,
48,DBA,DABRA,1,19:36:00,19:37:00,1,1015,2,
49,GWL,GWALIOR,1,21:00:00,Destination,0,1057,2,


Train,12155,BHOPAL EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,HBJ,HABIBGANJ,1,Source,21:05:00,0,0,1,
2,BPL,BHOPAL JN,1,21:15:00,21:20:00,5,7,1,
3,BHS,VIDISHA,1,22:08:00,22:10:00,2,60,1,
4,BAQ,GANJ BASODA,1,22:39:00,22:41:00,2,99,1,
5,BINA,BINA JN,1,23:30:00,23:35:00,5,145,1,
6,JHS,JHANSI JN,1,01:35:00,01:43:00,8,297,2,
7,GWL,GWALIOR,1,02:54:00,02:59:00,5,395,2,
8,MRA,MORENA,1,03:24:00,03:26:00,2,433,2,
9,AGC,AGRA CANTT,1,04:47:00,04:50:00,3,513,2,
10,NZM,H NIZAMUDDIN,1,08:05:00,Destination,0,700,2,


Train,12156,BHOPAL EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,NZM,H NIZAMUDDIN,1,Source,21:00:00,0,0,1,
2,AGC,AGRA CANTT,1,23:35:00,23:38:00,3,188,1,
3,MRA,MORENA,1,00:31:00,00:33:00,2,268,2,
4,GWL,GWALIOR,1,01:07:00,01:10:00,3,306,2,
5,JHS,JHANSI JN,1,02:33:00,02:41:00,8,403,2,
6,BINA,BINA JN,1,04:25:00,04:27:00,2,556,2,
7,BAQ,GANJ BASODA,1,04:59:00,05:01:00,2,601,2,
8,BHS,VIDISHA,1,05:39:00,05:41:00,2,641,2,
9,BPL,BHOPAL JN,1,06:25:00,06:30:00,5,694,2,
10,HBJ,HABIBGANJ,1,07:05:00,Destination,0,700,2,


Train,12166,BSB LTT SUP EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,BSB,VARANASI JN,1,Source,20:20:00,0,0,1,
2,BOY,BHADOHI,1,20:57:00,20:59:00,2,45,1,
3,JNH,JANGHAI JN,1,21:26:00,21:28:00,2,76,1,
4,ALD,ALLAHABAD JN,1,23:00:00,23:25:00,1,135,1,
5,STA,SATNA,1,02:15:00,02:25:00,10,313,2,
6,JBP,JABALPUR,1,04:50:00,05:00:00,10,502,2,
7,ET,ITARSI JN,1,08:55:00,09:05:00,10,747,2,
8,BSL,BHUSAVAL JN,1,13:35:00,13:45:00,10,1054,2,
9,JL,JALGAON JN,1,14:23:00,14:25:00,2,1078,2,
10,MMR,MANMAD JN,1,15:55:00,16:00:00,5,1238,2,
11,NK,NASIK ROAD,1,16:58:00,17:00:00,2,1312,2,
12,IGP,IGATPURI,1,18:33:00,18:35:00,2,1362,2,
13,KYN,KALYAN JN,1,20:30:00,20:35:00,5,1445,2,
14,TNA,THANE,1,20:58:00,21:00:00,2,1466,2,
15,LTT,LOKMANYATILAK T,1,21:40:00,Destination,0,1483,2,


Train,12168,BSB LTT SUP EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,BSB,VARANASI JN,1,Source,20:20:00,0,0,1,
2,BOY,BHADOHI,1,20:57:00,20:59:00,2,45,1,
3,JNH,JANGHAI JN,1,21:26:00,21:28:00,2,76,1,
4,ALD,ALLAHABAD JN,1,23:00:00,23:25:00,1,135,1,
5,STA,SATNA,1,02:15:00,02:25:00,10,313,2,
6,JBP,JABALPUR,1,04:50:00,05:00:00,10,502,2,
7,ET,ITARSI JN,1,08:55:00,09:05:00,10,747,2,
8,BSL,BHUSAVAL JN,1,13:35:00,13:45:00,10,1054,2,
9,JL,JALGAON JN,1,14:23:00,14:25:00,2,1078,2,
10,MMR,MANMAD JN,1,15:55:00,16:00:00,5,1238,2,
11,NK,NASIK ROAD,1,16:58:00,17:00:00,2,1312,2,
12,IGP,IGATPURI,1,18:33:00,18:35:00,2,1362,2,
13,KYN,KALYAN JN,1,20:30:00,20:35:00,5,1445,2,
14,TNA,THANE,1,20:58:00,21:00:00,2,1466,2,
15,LTT,LOKMANYATILAK T,1,21:40:00,Destination,0,1483,2,


Train,12183,BPL PBH SUP EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,BPL,BHOPAL JN,1,Source,19:20:00,0,0,1,
2,BHS,VIDISHA,1,19:57:00,19:59:00,2,54,1,
3,BINA,BINA JN,1,21:00:00,21:05:00,5,139,1,
4,LAR,LALITPUR,1,21:57:00,21:59:00,2,202,1,
5,JHS,JHANSI JN,1,23:20:00,23:35:00,15,291,1,
6,ORAI,ORAI,1,00:45:00,00:47:00,2,405,2,
7,CNB,KANPUR CENTRAL,1,04:00:00,04:05:00,5,511,2,
8,LKO,LUCKNOW NR,1,05:25:00,05:45:00,20,585,2,
9,RBL,RAE BARELI JN,1,07:28:00,07:30:00,2,663,2,
10,AME,AMETHI,1,08:14:00,08:16:00,2,723,2,
11,PBH,PARTAPGARH JN,1,09:05:00,Destination,0,758,2,


Train,11006,CHALUKYA EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,PDY,PUDUCHERRY,1,Source,20:30:00,0,0,1,
2,VM,VILLUPURAM JN,1,21:10:00,21:15:00,5,38,1,
3,TRK,TIRUKOILUR,1,21:44:00,21:45:00,1,72,1,
4,TNM,TIRUVANNAMALAI,1,22:34:00,22:35:00,1,106,1,
5,PRL,POLUR,1,22:44:00,22:45:00,1,137,1,
6,ARV,ARNI ROAD,1,22:59:00,23:00:00,1,153,1,
7,VLR,VELLORE CANT,1,23:54:00,23:55:00,1,188,1,
8,KPD,KATPADI JN,1,01:05:00,01:25:00,20,198,2,
9,JTJ,JOLARPETTAI,1,02:43:00,02:45:00,2,282,2,
10,BWT,BANGARAPET,1,03:53:00,03:55:00,2,360,2,
11,KJM,KRISHNARAJAPURM,1,04:43:00,04:45:00,2,416,2,
12,BAND,BANASWADI,1,05:13:00,05:15:00,2,424,2,
13,YPR,YESVANTPUR JN,1,06:00:00,06:30:00,6,439,2,
14,TK,TUMKUR,1,07:30:00,07:32:00,2,503,2,
15,TTR,TIPTUR,1,08:44:00,08:45:00,1,573,2,
16,ASK,ARSIKERE JN,1,09:30:00,09:35:00,5,599,2,
17,DRU,KADUR,1,10:11:00,10:12:00,1,638,2,
18,RRB,BIRUR JN,1,10:20:00,10:22:00,2,644,2,
19,DVG,DAVANGERE,1,12:07:00,12:10:00,3,758,2,
20,HRR,HARIHAR,1,12:23:00,12:25:00,2,772,2,
21,RNR,RANIBENNUR,1,12:49:00,12:50:00,1,795,2,
22,HVR,HAVERI,1,13:24:00,13:25:00,1,827,2,
23,UBL,HUBLI JN,1,15:05:00,15:15:00,10,902,2,
24,DWR,DHARWAR,1,15:34:00,15:35:00,1,922,2,
25,LWR,ALNAVAR JN,1,16:19:00,16:20:00,1,959,2,
26,LD,LONDA JN,1,16:58:00,17:00:00,2,993,2,
27,BGM,BELGAUM,1,18:03:00,18:05:00,2,1044,2,
28,GPB,GHATPRABHA,1,18:54:00,18:55:00,1,1102,2,
29,KUD,KUDACHI,1,19:39:00,19:40:00,1,1148,2,
30,MRJ,MIRAJ JN,1,20:45:00,20:50:00,5,1181,2,
31,SLI,SANGLI,1,21:02:00,21:05:00,3,1188,2,
32,TKR,TAKARI,1,21:39:00,21:40:00,1,1230,2,
33,KRD,KARAD,1,22:07:00,22:08:00,1,1256,2,
34,STR,SATARA,1,23:05:00,23:08:00,3,1315,2,
35,PUNE,PUNE JN,1,02:10:00,02:20:00,10,1460,3,
36,LNL,LONAVALA,1,03:24:00,03:25:00,1,1524,3,
37,KYN,KALYAN JN,1,04:54:00,04:55:00,1,1598,3,
38,DR,DADAR,1,05:50:00,Destination,0,1643,3,


Train,11013,COIMBATORE EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,LTT,LOKMANYATILAK T,1,Source,22:35:00,0,0,1,
2,TNA,THANE,1,22:53:00,22:55:00,2,18,1,
3,KYN,KALYAN JN,1,23:13:00,23:18:00,5,38,1,
4,PUNE,PUNE JN,1,01:50:00,01:55:00,5,176,2,
5,KWV,KURDUVADI,1,04:33:00,04:35:00,2,361,2,
6,SUR,SOLAPUR JN,1,06:25:00,06:35:00,10,440,2,
7,DUD,DUDHANI,1,07:38:00,07:40:00,2,503,2,
8,GUR,GANAGAPUR ROAD,1,08:08:00,08:10:00,2,526,2,
9,GR,GULBARGA,1,08:46:00,08:48:00,2,553,2,
10,SDB,SHAHABAD,1,09:13:00,09:15:00,2,579,2,
11,WADI,WADI,1,10:05:00,10:10:00,5,589,2,
12,YG,YADGIR,1,10:40:00,10:42:00,2,628,2,
13,KSN,KRISHNA,1,11:13:00,11:15:00,2,672,2,
14,RC,RAICHUR,1,11:43:00,11:45:00,2,697,2,
15,MALM,MANTHRALAYAM RD,1,12:18:00,12:20:00,2,725,2,
16,AD,ADONI,1,12:48:00,12:50:00,2,766,2,
17,GTL,GUNTAKAL JN,1,14:00:00,14:10:00,10,818,2,
18,GY,GOOTY,1,14:38:00,14:40:00,2,846,2,
19,KLU,KALLURU,1,15:08:00,15:10:00,2,876,2,
20,ATP,ANANTAPUR,1,15:40:00,15:42:00,2,903,2,
21,DMM,DHARMAVARAM JN,1,16:50:00,16:55:00,5,937,2,
22,SSPN,SAI P NILAYAM,1,17:26:00,17:28:00,2,970,2,
23,HUP,HINDUPUR,1,18:28:00,18:30:00,2,1027,2,
24,BNCE,BANGALORE EAST,1,21:08:00,21:10:00,2,1130,2,
25,SBC,BANGALORE CY JN,1,21:50:00,22:15:00,1,1137,2,
26,BNC,BANGALORE CANT,1,22:25:00,22:28:00,3,1142,2,
27,HSRA,HOSUR,1,23:16:00,23:18:00,2,1197,2,
28,DPJ,DHARMAPURI,1,00:43:00,00:45:00,2,1289,3,
29,OML,OMALUR,1,03:08:00,03:10:00,2,1344,3,
30,SA,SALEM JN,1,03:35:00,03:40:00,5,1355,3,
31,ED,ERODE JN,1,04:40:00,04:45:00,5,1418,3,
32,TUP,TIRUPPUR,1,05:33:00,05:35:00,2,1468,3,
33,CBE,COIMBATORE JN,1,07:00:00,Destination,0,1518,3,


Train,11022,CHALUKYA EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,TEN,TIRUNELVELI,1,Source,14:45:00,0,0,1,
2,MEJ,VANCHIMANIYACHI,1,15:10:00,15:11:00,1,29,1,
3,CVP,KOVILPATTI,1,15:44:00,15:45:00,1,66,1,
4,SRT,SATUR,1,16:04:00,16:05:00,1,87,1,
5,VPT,VIRUDUNAGAR JN,1,16:23:00,16:25:00,2,114,1,
6,MDU,MADURAI JN,1,17:25:00,17:30:00,5,157,1,
7,DG,DINDIGUL JN,1,18:45:00,18:50:00,5,223,1,
8,KRR,KARUR,1,20:06:00,20:10:00,4,297,1,
9,ED,ERODE JN,1,21:25:00,21:35:00,10,362,1,
