
Train,11050,AHMEDABAD EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
8,DZA,DASUYA,1,00:46:00,00:48:00,2,155,2,
9,JRC,JALANDHAR CANT,1,01:40:00,01:45:00,5,213,2,
10,PGW,PHAGWARA JN,1,02:03:00,02:05:00,2,229,2,
11,LDH,LUDHIANA JN,1,02:50:00,03:00:00,10,265,2,
12,KNN,KHANNA,1,03:57:00,03:59:00,2,307,2,
13,SIR,SIRHIND JN,1,04:15:00,04:27:00,12,325,2,
14,RPJ,RAJPURA JN,1,04:49:00,04:51:00,2,351,2,
15,UBC,AMBALA CITY,1,05:12:00,05:14:00,2,371,2,
16,UMB,AMBALA CANT JN,1,05:40:00,05:50:00,10,378,2,
17,SHDM,SHAHBAD MARKNDA,1,06:09:00,06:11:00,2,398,2,
18,KKDE,KURUKSHETRA JN,1,06:34:00,06:36:00,2,420,2,
19,TRR,TARAORI,1,06:54:00,06:56:00,2,441,2,
20,KUN,KARNAL,1,07:10:00,07:12:00,2,453,2,
21,PNP,PANIPAT JN,1,07:47:00,07:49:00,2,487,2,
22,SMK,SAMALKHA,1,08:02:00,08:04:00,2,504,2,
23,GNU,GANAUR,1,08:16:00,08:18:00,2,516,2,
24,SNP,SONIPAT,1,08:33:00,08:35:00,2,532,2,
25,NUR,NARELA,1,08:53:00,08:55:00,2,550,2,
26,SZM,SUBZI MANDI,1,09:28:00,09:30:00,2,573,2,
27,NDLS,NEW DELHI,1,10:00:00,10:20:00,20,577,2,
28,FDB,FARIDABAD,1,10:51:00,10:53:00,2,605,2,
29,MTJ,MATHURA JN,1,12:40:00,12:45:00,5,717,2,
30,RKM,RAJA KI MANDI,1,13:24:00,13:26:00,2,767,2,
31,AGC,AGRA CANTT,1,13:50:00,13:55:00,5,771,2,
32,DHO,DHAULPUR,1,14:30:00,14:32:00,2,824,2,
33,MRA,MORENA,1,14:55:00,14:57:00,2,851,2,
34,GWL,GWALIOR,1,15:28:00,15:33:00,5,890,2,
35,DBA,DABRA,1,16:06:00,16:08:00,2,932,2,
36,DAA,DATIA,1,16:34:00,16:36:00,2,962,2,
37,JHS,JHANSI JN,1,17:13:00,17:23:00,10,987,2,
38,BAB,BABINA,1,17:46:00,17:48:00,2,1012,2,
39,LAR,LALITPUR,1,18:30:00,18:32:00,2,1077,2,
40,DUA,DHAURA,1,19:10:00,19:12:00,2,1105,2,
41,BINA,BINA JN,1,19:50:00,19:55:00,5,1139,2,
42,BAQ,GANJ BASODA,1,20:27:00,20:29:00,2,1185,2,
43,BHS,VIDISHA,1,20:48:00,20:50:00,2,1224,2,
44,BPL,BHOPAL JN,1,22:00:00,22:05:00,5,1278,2,
45,HBJ,HABIBGANJ,1,22:15:00,22:17:00,2,1284,2,
46,HBD,HOSHANGABAD,1,23:15:00,23:17:00,2,1351,2,
47,ET,ITARSI JN,1,00:01:00,00:05:00,4,1369,3,
48,BPF,BANAPURA,1,00:29:00,00:31:00,2,1403,3,
49,HD,HARDA,1,01:02:00,01:04:00,2,1445,3,
50,CAER,CHHANERA,1,01:48:00,01:50:00,2,1507,3,
51,KNW,KHANDWA,1,03:20:00,03:25:00,5,1553,3,
52,BAU,BURHANPUR,1,04:18:00,04:20:00,2,1622,3,
53,BSL,BHUSAVAL JN,1,05:05:00,05:15:00,10,1676,3,
54,JL,JALGAON JN,1,05:38:00,05:40:00,2,1700,3,
55,PC,PACHORA JN,1,06:08:00,06:10:00,2,1748,3,
56,CSN,CHALISGAON JN,1,06:38:00,06:40:00,2,1793,3,
57,NGN,NANDGAON,1,07:08:00,07:10:00,2,1835,3,
58,MMR,MANMAD JN,1,07:40:00,07:50:00,10,1860,3,
59,KPG,KOPARGAON,1,09:13:00,09:15:00,2,1902,3,
60,BAP,BELAPUR,1,09:58:00,10:00:00,2,1946,3,
61,ANG,AHMADNAGAR,1,11:02:00,11:05:00,3,2013,3,
62,DD,DAUND JN,1,12:55:00,13:10:00,15,2097,3,
63,URI,URULI,1,13:48:00,13:50:00,2,2144,3,
64,PUNE,PUNE JN,1,14:35:00,Destination,0,2173,3,


Train,11103,JHS BDTS EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,JHS,JHANSI JN,1,Source,16:50:00,0,0,1,
2,DAA,DATIA,1,17:10:00,17:12:00,2,25,1,
3,DBA,DABRA,1,17:35:00,17:37:00,2,56,1,
4,GWL,GWALIOR,1,18:25:00,18:50:00,1,98,1,
5,SVPI,SHIVPURI,1,20:58:00,21:00:00,2,223,1,
6,GUNA,GUNA,1,23:35:00,23:45:00,10,325,1,
7,RTA,RUTHIYAI,1,00:10:00,00:15:00,5,346,2,
8,CBK,CHACHAURA BNGJ,1,00:54:00,00:56:00,2,392,2,
9,BRRG,BIYAVRA RAJGARH,1,01:23:00,01:25:00,2,422,2,
10,SFY,SHAJAPUR,1,02:40:00,02:42:00,2,511,2,
11,MKC,MAKSI,1,03:40:00,03:42:00,2,539,2,
12,UJN,UJJAIN JN,1,04:25:00,04:45:00,20,580,2,
13,NAD,NAGDA JN,1,05:40:00,05:42:00,2,635,2,
14,RTM,RATLAM JN,1,06:20:00,06:40:00,20,676,2,
15,DHD,DAHOD,1,08:01:00,08:03:00,2,790,2,
16,GDA,GODHRA JN,1,10:25:00,10:27:00,2,864,2,
17,BRC,VADODARA JN,1,11:25:00,11:35:00,10,938,2,
18,ST,SURAT,1,13:17:00,13:22:00,5,1067,2,
19,VAPI,VAPI,1,14:33:00,14:35:00,2,1159,2,
20,BVI,BORIVALI,1,16:21:00,16:23:00,2,1300,2,
21,BDTS,BANDRA TERMINUS,1,17:10:00,Destination,0,1318,2,


Train,11109,JHS LJN INT EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,JHS,JHANSI JN,1,Source,06:10:00,0,0,1,
2,CGN,CHIRGAON,1,06:33:00,06:35:00,2,32,1,
3,MOTH,MOTH,1,06:53:00,06:55:00,2,56,1,
4,AIT,AIT,1,07:25:00,07:27:00,2,89,1,
5,ORAI,ORAI,1,07:51:00,07:53:00,2,114,1,
6,KPI,KALPI,1,08:19:00,08:21:00,2,148,1,
7,PHN,POKHRAYAN,1,08:39:00,08:41:00,2,162,1,
8,GOY,GOVINDPURI,1,10:01:00,10:03:00,2,218,1,
9,CNB,KANPUR CENTRAL,1,10:20:00,10:35:00,15,220,1,
10,ON,UNNAO JN,1,10:56:00,10:58:00,2,238,1,
11,LJN,LUCKNOW NE,1,12:00:00,Destination,0,294,1,


Train,11204,JP NGP EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,JP,JAIPUR,1,Source,16:30:00,0,0,1,
2,KKU,KANAKPURA,1,16:41:00,16:43:00,2,9,1,
3,JOB,ASALPUR JOBNER,1,17:03:00,17:05:00,2,37,1,
4,FL,PHULERA JN,1,17:20:00,17:22:00,2,55,1,
5,KSG,KISHANGARH,1,18:01:00,18:03:00,2,106,1,
6,AII,AJMER JN,1,18:55:00,19:25:00,6,135,1,
7,NSD,NASIRABAD,1,19:49:00,19:51:00,2,158,1,
8,BJNR,BIJAINAGAR,1,20:23:00,20:25:00,2,200,1,
9,BHL,BHILWARA,1,21:30:00,21:35:00,5,267,1,
10,COR,CHITTAURGARH,1,23:00:00,23:20:00,20,321,1,
11,MLGH,MANDALGARH,1,00:36:00,00:38:00,2,387,2,
12,BUDI,BUNDI,1,01:30:00,01:32:00,2,455,2,
13,KOTA,KOTA JN,1,02:35:00,02:45:00,10,493,2,
14,RMA,RAMGANJ MANDI,1,03:40:00,03:42:00,2,565,2,
15,NAD,NAGDA JN,1,06:20:00,06:50:00,6,717,2,
16,UJN,UJJAIN JN,1,07:45:00,07:55:00,10,772,2,
17,BCH,BERCHHA,1,08:52:00,08:53:00,1,833,2,
18,SJP,SHUJALPUR,1,09:38:00,09:40:00,2,876,2,
19,SEH,SEHORE,1,10:16:00,10:17:00,1,917,2,
20,BPL,BHOPAL JN,1,11:35:00,11:40:00,5,956,2,
21,HBJ,HABIBGANJ,1,11:50:00,11:52:00,2,962,2,
22,ET,ITARSI JN,1,13:40:00,13:45:00,5,1048,2,
23,BZU,BETUL,1,15:37:00,15:39:00,2,1154,2,
24,MTY,MULTAI,1,16:19:00,16:21:00,2,1200,2,
25,PAR,PANDHURNA,1,17:07:00,17:09:00,2,1241,2,
26,NRKR,NARKHER,1,17:24:00,17:26:00,2,1259,2,
27,KATL,KATOL,1,17:46:00,17:48:00,2,1284,2,
28,NGP,NAGPUR,1,19:15:00,Destination,0,1345,2,


Train,11449,JAMMUTAWI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,JBP,JABALPUR,1,Source,06:00:00,0,0,1,
2,KTE,KATNI,1,07:20:00,07:30:00,10,91,1,
3,DMO,DAMOH,1,09:23:00,09:25:00,2,202,1,
4,SGO,SAUGOR,1,10:25:00,10:30:00,5,280,1,
5,KYE,KHURAI,1,11:25:00,11:27:00,2,332,1,
6,BINA,BINA JN,1,12:15:00,12:35:00,20,354,1,
7,JHS,JHANSI JN,1,14:45:00,14:53:00,8,507,1,
8,GWL,GWALIOR,1,16:15:00,16:20:00,5,604,1,
9,MRA,MORENA,1,16:47:00,16:49:00,2,642,1,
10,AGC,AGRA CANTT,1,18:25:00,18:33:00,8,722,1,
11,MTJ,MATHURA JN,1,19:55:00,20:00:00,5,776,1,
12,FDB,FARIDABAD,1,21:39:00,21:41:00,2,889,1,
13,TKD,TUGLAKABAD,1,21:53:00,21:55:00,2,899,1,
14,NZM,H NIZAMUDDIN,1,22:20:00,22:50:00,6,909,1,
15,NDLS,NEW DELHI,1,23:15:00,00:10:00,7,917,2,
16,DKZ,DELHI KISHANGNJ,1,00:26:00,00:28:00,2,921,2,
17,SSB,SHAKURBASTI,1,00:42:00,00:44:00,2,928,2,
18,BGZ,BAHADURGARH,1,01:00:00,01:02:00,2,948,2,
19,ROK,ROHTAK JN,1,01:35:00,01:40:00,5,988,2,
20,JIND,JIND JN,1,02:35:00,02:40:00,5,1045,2,
21,NRW,NARWANA JN,1,03:05:00,03:07:00,2,1079,2,
22,JHL,JAKHAL JN,1,04:05:00,04:10:00,5,1117,2,
23,SFM,SUNAM,1,04:44:00,04:46:00,2,1154,2,
24,SAG,SANGRUR,1,04:56:00,04:58:00,2,1167,2,
25,DUI,DHURI JN,1,05:30:00,05:35:00,5,1183,2,
26,LDH,LUDHIANA JN,1,06:50:00,07:00:00,10,1245,2,
27,JRC,JALANDHAR CANT,1,08:00:00,08:05:00,5,1297,2,
28,DZA,DASUYA,1,09:01:00,09:03:00,2,1355,2,
29,PTKC,PATHANKOT CANTT,1,10:30:00,10:35:00,5,1410,2,
30,CHKB,CHAKKI BANK,1,10:36:00,10:37:00,1,1410,2,
31,KTHU,KATHUA,1,11:19:00,11:21:00,2,1433,2,
32,JAT,JAMMU TAWI,1,13:10:00,Destination,0,1509,2,


Train,11450,JAT JBP EXPRES,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,JAT,JAMMU TAWI,1,Source,23:45:00,0,0,1,
2,KTHU,KATHUA,1,00:58:00,01:00:00,2,77,2,
3,PTKC,PATHANKOT CANTT,1,01:28:00,01:33:00,5,100,2,
4,DZA,DASUYA,1,02:34:00,02:36:00,2,160,2,
5,JRC,JALANDHAR CANT,1,03:35:00,03:40:00,5,218,2,
6,LDH,LUDHIANA JN,1,04:50:00,05:00:00,10,270,2,
7,DUI,DHURI JN,1,06:35:00,07:00:00,1,332,2,
8,SAG,SANGRUR,1,07:15:00,07:17:00,2,348,2,
9,SFM,SUNAM,1,07:41:00,07:43:00,2,355,2,
10,JHL,JAKHAL JN,1,08:55:00,09:00:00,5,398,2,
11,NRW,NARWANA JN,1,09:38:00,09:40:00,2,436,2,
12,JIND,JIND JN,1,10:24:00,10:27:00,3,470,2,
13,ROK,ROHTAK JN,1,11:45:00,11:47:00,2,527,2,
14,BGZ,BAHADURGARH,1,12:19:00,12:21:00,2,567,2,
15,SSB,SHAKURBASTI,1,12:56:00,12:58:00,2,587,2,
16,DKZ,DELHI KISHANGNJ,1,13:11:00,13:13:00,2,594,2,
17,NDLS,NEW DELHI,1,13:35:00,14:30:00,7,598,2,
18,NZM,H NIZAMUDDIN,1,14:45:00,14:47:00,2,605,2,
19,FDB,FARIDABAD,1,15:13:00,15:15:00,2,626,2,
20,MTJ,MATHURA JN,1,17:25:00,17:30:00,5,739,2,
21,AGC,AGRA CANTT,1,18:30:00,18:35:00,5,793,2,
22,MRA,MORENA,1,19:30:00,19:32:00,2,867,2,
23,GWL,GWALIOR,1,20:12:00,20:15:00,3,911,2,
24,JHS,JHANSI JN,1,21:35:00,21:43:00,8,1008,2,
25,BINA,BINA JN,1,00:25:00,00:50:00,1,1161,3,
26,SGO,SAUGOR,1,02:20:00,02:25:00,5,1235,3,
27,DMO,DAMOH,1,03:35:00,03:40:00,5,1313,3,
28,KTE,KATNI,1,06:30:00,06:40:00,10,1424,3,
29,JBP,JABALPUR,1,08:35:00,Destination,0,1514,3,


Train,11464,JBP SOMNATH EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,JBP,JABALPUR,1,Source,12:00:00,0,0,1,
2,SRID,SHRIDHAM,1,12:33:00,12:35:00,2,54,1,
3,NU,NARSINGHPUR,1,13:06:00,13:08:00,2,85,1,
4,KY,KARELI,1,13:21:00,13:23:00,2,100,1,
5,GAR,GADARWARA,1,13:43:00,13:45:00,2,129,1,
6,PPI,PIPARIYA,1,14:23:00,14:25:00,2,178,1,
7,SGP,SOHAGPUR,1,14:39:00,14:41:00,2,196,1,
8,ET,ITARSI JN,1,16:00:00,16:10:00,10,246,1,
9,HBD,HOSHANGABAD,1,16:28:00,16:30:00,2,263,1,
10,HBJ,HABIBGANJ,1,17:43:00,17:45:00,2,331,1,
11,BPL,BHOPAL JN,1,18:35:00,18:45:00,10,337,1,
12,BIH,BAIRAGARH,1,19:05:00,19:07:00,2,347,1,
13,SEH,SEHORE,1,19:30:00,19:32:00,2,376,1,
14,PRB,PARBATI,1,19:46:00,19:48:00,2,390,1,
15,KPP,KALAPIPAL,1,19:59:00,20:01:00,2,405,1,
16,SJP,SHUJALPUR,1,20:12:00,20:14:00,2,418,1,
17,AKD,AKODIA,1,20:26:00,20:28:00,2,431,1,
18,KSH,KALI SINDH,1,20:41:00,20:43:00,2,449,1,
19,BCH,BERCHHA,1,20:53:00,20:55:00,2,461,1,
20,MKC,MAKSI,1,21:16:00,21:18:00,2,480,1,
21,TAN,TARANA ROAD,1,21:26:00,21:28:00,2,489,1,
22,UJN,UJJAIN JN,1,22:45:00,22:55:00,10,521,1,
23,NAD,NAGDA JN,1,23:50:00,23:55:00,5,576,1,
24,KUH,KHACHROD,1,00:06:00,00:08:00,2,590,2,
25,RTM,RATLAM JN,1,01:05:00,01:20:00,15,617,2,
26,MGN,MEGHNAGAR,1,02:20:00,02:22:00,2,697,2,
27,DHD,DAHOD,1,02:46:00,02:48:00,2,730,2,
28,GDA,GODHRA JN,1,04:05:00,04:07:00,2,805,2,
29,DRL,DEROL,1,04:26:00,04:28:00,2,828,2,
30,BRC,VADODARA JN,1,05:15:00,05:40:00,1,879,2,
31,ANND,ANAND JN,1,06:14:00,06:16:00,2,914,2,
32,ND,NADIAD JN,1,06:36:00,06:38:00,2,933,2,
33,MHD,MHMDVD KHEDA RD,1,06:55:00,06:57:00,2,950,2,
34,MAN,MANINAGAR,1,07:36:00,07:38:00,2,975,2,
35,ADI,AHMEDABAD JN,1,07:55:00,08:15:00,20,978,2,
36,VG,VIRAMGAM JN,1,09:28:00,09:30:00,2,1044,2,
37,SUNR,SURENDRANAGAR,1,10:28:00,10:30:00,2,1109,2,
38,THAN,THAN JN,1,11:06:00,11:08:00,2,1157,2,
39,WKR,WANKANER JN,1,11:48:00,11:50:00,2,1183,2,
40,RJT,RAJKOT JN,1,13:10:00,13:17:00,7,1225,2,
41,BKNG,BHAKTI NAGAR,1,13:38:00,13:40:00,2,1231,2,
42,GDL,GONDAL,1,14:19:00,14:21:00,2,1266,2,
43,VRR,VIRPUR,1,14:47:00,14:49:00,2,1283,2,
44,JLR,JETALSAR JN,1,15:13:00,15:23:00,10,1302,2,
45,JND,JUNAGADH JN,1,15:50:00,15:52:00,2,1328,2,
46,KSD,KESHOD,1,16:26:00,16:28:00,2,1364,2,
47,MLHA,MALIYA HATINA,1,16:50:00,16:52:00,2,1380,2,
48,VRL,VERAVAL,1,17:35:00,17:45:00,10,1410,2,
49,SMNH,SOMNATH,1,18:10:00,Destination,0,1415,2,


Train,11466,JBP SOMNATH EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,JBP,JABALPUR,1,Source,12:00:00,0,0,1,
2,SRID,SHRIDHAM,1,12:33:00,12:35:00,2,54,1,
3,NU,NARSINGHPUR,1,13:06:00,13:08:00,2,85,1,
4,KY,KARELI,1,13:21:00,13:23:00,2,100,1,
5,GAR,GADARWARA,1,13:43:00,13:45:00,2,129,1,
6,PPI,PIPARIYA,1,14:23:00,14:25:00,2,178,1,
7,SGP,SOHAGPUR,1,14:39:00,14:41:00,2,196,1,
8,ET,ITARSI JN,1,16:00:00,16:10:00,10,246,1,
9,HBD,HOSHANGABAD,1,16:28:00,16:30:00,2,263,1,
10,HBJ,HABIBGANJ,1,17:43:00,17:45:00,2,331,1,
11,BPL,BHOPAL JN,1,18:35:00,18:45:00,10,337,1,
12,BIH,BAIRAGARH,1,19:05:00,19:07:00,2,347,1,
13,SEH,SEHORE,1,19:30:00,19:32:00,2,376,1,
14,PRB,PARBATI,1,19:46:00,19:48:00,2,390,1,
15,KPP,KALAPIPAL,1,19:59:00,20:01:00,2,405,1,
16,SJP,SHUJALPUR,1,20:12:00,20:14:00,2,418,1,
17,AKD,AKODIA,1,20:26:00,20:28:00,2,431,1,
18,KSH,KALI SINDH,1,20:41:00,20:43:00,2,449,1,
19,BCH,BERCHHA,1,20:53:00,20:55:00,2,461,1,
20,MKC,MAKSI,1,21:16:00,21:18:00,2,480,1,
21,TAN,TARANA ROAD,1,21:26:00,21:28:00,2,489,1,
22,UJN,UJJAIN JN,1,22:45:00,22:55:00,10,521,1,
23,NAD,NAGDA JN,1,23:50:00,23:55:00,5,576,1,
24,KUH,KHACHROD,1,00:06:00,00:08:00,2,590,2,
25,RTM,RATLAM JN,1,01:05:00,01:20:00,15,617,2,
26,MGN,MEGHNAGAR,1,02:20:00,02:22:00,2,697,2,
27,DHD,DAHOD,1,02:46:00,02:48:00,2,730,2,
28,GDA,GODHRA JN,1,04:05:00,04:07:00,2,805,2,
29,DRL,DEROL,1,04:26:00,04:28:00,2,828,2,
30,BRC,VADODARA JN,1,05:15:00,05:40:00,1,879,2,
31,ANND,ANAND JN,1,06:14:00,06:16:00,2,914,2,
32,ND,NADIAD JN,1,06:36:00,06:38:00,2,933,2,
33,MHD,MHMDVD KHEDA RD,1,06:55:00,06:57:00,2,950,2,
34,MAN,MANINAGAR,1,07:36:00,07:38:00,2,975,2,
35,ADI,AHMEDABAD JN,1,07:55:00,08:15:00,20,978,2,
36,VG,VIRAMGAM JN,1,09:28:00,09:30:00,2,1044,2,
37,SUNR,SURENDRANAGAR,1,10:28:00,10:30:00,2,1109,2,
38,THAN,THAN JN,1,11:06:00,11:08:00,2,1157,2,
39,WKR,WANKANER JN,1,11:48:00,11:50:00,2,1183,2,
40,RJT,RAJKOT JN,1,13:10:00,13:17:00,7,1225,2,
41,BKNG,BHAKTI NAGAR,1,13:38:00,13:40:00,2,1231,2,
42,GDL,GONDAL,1,14:19:00,14:21:00,2,1266,2,
43,VRR,VIRPUR,1,14:47:00,14:49:00,2,1283,2,
44,JLR,JETALSAR JN,1,15:13:00,15:23:00,10,1302,2,
45,JND,JUNAGADH JN,1,15:50:00,15:52:00,2,1328,2,
46,KSD,KESHOD,1,16:26:00,16:28:00,2,1364,2,
47,MLHA,MALIYA HATINA,1,16:50:00,16:52:00,2,1380,2,
48,VRL,VERAVAL,1,17:35:00,17:45:00,10,1410,2,
49,SMNH,SOMNATH,1,18:10:00,Destination,0,1415,2,


Train,11472,JBP INDB EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,JBP,JABALPUR,1,Source,23:00:00,0,0,1,
2,MML,MADAN MAHAL,1,23:06:00,23:08:00,2,4,1,
3,NU,NARSINGHPUR,1,00:12:00,00:15:00,3,85,2,
4,GAR,GADARWARA,1,00:45:00,00:47:00,2,129,2,
5,PPI,PIPARIYA,1,01:22:00,01:25:00,3,178,2,
6,ET,ITARSI JN,1,03:20:00,03:35:00,15,246,2,
7,HBD,HOSHANGABAD,1,03:51:00,03:53:00,2,263,2,
8,ODG,OBAIDULLA GANJ,1,04:38:00,04:40:00,2,301,2,
9,HBJ,HABIBGANJ,1,05:05:00,05:07:00,2,331,2,
10,BPL,BHOPAL JN,1,05:40:00,05:50:00,10,337,2,
11,BIH,BAIRAGARH,1,06:10:00,06:12:00,2,347,2,
12,SEH,SEHORE,1,06:34:00,06:36:00,2,376,2,
13,KPP,KALAPIPAL,1,06:57:00,06:59:00,2,405,2,
14,SJP,SHUJALPUR,1,07:10:00,07:12:00,2,418,2,
15,AKD,AKODIA,1,07:24:00,07:25:00,1,431,2,
16,BCH,BERCHHA,1,07:43:00,07:45:00,2,461,2,
17,MKC,MAKSI,1,08:38:00,08:40:00,2,480,2,
18,DWX,DEWAS,1,09:35:00,09:37:00,2,516,2,
19,INDB,INDORE JN BG,1,10:45:00,Destination,0,555,2,


Train,10111,KONKAN KANYA EX,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,CSTM,MUMBAI CST,1,Source,23:05:00,0,0,1,
2,DR,DADAR,1,23:18:00,23:20:00,2,9,1,
3,TNA,THANE,1,23:43:00,23:45:00,2,34,1,
4,PNVL,PANVEL,1,00:25:00,00:30:00,5,69,2,
5,MNI,MANGAON,1,02:52:00,02:54:00,2,188,2,
6,KHED,KHED,1,04:00:00,04:02:00,2,284,2,
7,CHI,CHIPLUN,1,04:38:00,04:40:00,2,325,2,
8,SGR,SANGMESHWAR,1,05:32:00,05:34:00,2,384,2,
9,RN,RATNAGIRI,1,06:35:00,06:40:00,5,431,2,
10,VID,VILAVADE,1,07:30:00,07:32:00,2,497,2,
11,RAJP,RAJAPUR ROAD,1,07:50:00,07:52:00,2,520,2,
12,VBW,VAIBHAVWADI RD,1,08:08:00,08:10:00,2,543,2,
13,KKW,KANKAVALI,1,08:40:00,08:42:00,2,587,2,
14,SNDD,SINDHUDURG,1,09:04:00,09:06:00,2,612,2,
15,KUDL,KUDAL,1,09:18:00,09:20:00,2,626,2,
16,SWV,SAWANTWADI ROAD,1,09:56:00,09:58:00,2,655,2,
17,PERN,PERNEM,1,10:26:00,10:28:00,2,686,2,
18,THVM,THIVIM,1,10:40:00,10:42:00,2,701,2,
19,KRMI,KARMALI,1,11:02:00,11:04:00,2,725,2,
20,MAO,MADGAON,1,12:30:00,Destination,0,765,2,


Train,10112,KONKAN KANYA EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MAO,MADGAON,1,Source,16:45:00,0,0,1,
2,KRMI,KARMALI,1,17:16:00,17:18:00,2,41,1,
3,THVM,THIVIM,1,17:34:00,17:36:00,2,65,1,
4,PERN,PERNEM,1,17:48:00,17:50:00,2,80,1,
5,SWV,SAWANTWADI ROAD,1,18:14:00,18:16:00,2,111,1,
6,KUDL,KUDAL,1,18:46:00,18:48:00,2,140,1,
7,SNDD,SINDHUDURG,1,18:56:00,18:58:00,2,154,1,
8,KKW,KANKAVALI,1,19:12:00,19:14:00,2,179,1,
9,VBW,VAIBHAVWADI RD,1,19:44:00,19:46:00,2,222,1,
10,RAJP,RAJAPUR ROAD,1,20:06:00,20:08:00,2,246,1,
11,VID,VILAVADE,1,20:28:00,20:30:00,2,269,1,
12,RN,RATNAGIRI,1,22:00:00,22:05:00,5,335,1,
13,SGR,SANGMESHWAR,1,22:44:00,22:46:00,2,382,1,
14,CHI,CHIPLUN,1,23:48:00,23:50:00,2,441,1,
15,KHED,KHED,1,00:26:00,00:28:00,2,482,2,
16,MNI,MANGAON,1,02:00:00,02:02:00,2,578,2,
17,PNVL,PANVEL,1,04:05:00,04:10:00,5,697,2,
18,TNA,THANE,1,04:53:00,04:55:00,2,732,2,
19,DR,DADAR,1,05:17:00,05:20:00,3,757,2,
20,CSTM,MUMBAI CST,1,05:50:00,Destination,0,765,2,


Train,11015,KUSHINAGAR EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,LTT,LOKMANYATILAK T,1,Source,22:45:00,0,0,1,
2,TNA,THANE,1,23:02:00,23:05:00,3,18,1,
3,KYN,KALYAN JN,1,23:25:00,23:30:00,5,38,1,
4,KSRA,KASARA,1,00:33:00,00:35:00,2,105,2,
5,IGP,IGATPURI,1,01:25:00,01:30:00,5,121,2,
6,DVL,DEVLALI,1,02:18:00,02:20:00,2,166,2,
7,NK,NASIK ROAD,1,02:30:00,02:35:00,5,172,2,
8,MMR,MANMAD JN,1,03:25:00,03:30:00,5,245,2,
9,NGN,NANDGAON,1,03:48:00,03:50:00,2,270,2,
10,CSN,CHALISGAON JN,1,04:22:00,04:24:00,2,312,2,
11,PC,PACHORA JN,1,04:53:00,04:55:00,2,357,2,
12,JL,JALGAON JN,1,05:28:00,05:30:00,2,405,2,
13,BSL,BHUSAVAL JN,1,05:55:00,06:10:00,15,429,2,
14,RV,RAVER,1,06:38:00,06:40:00,2,463,2,
15,BAU,BURHANPUR,1,06:58:00,07:00:00,2,483,2,
16,NPNR,NEPANAGAR,1,07:28:00,07:30:00,2,510,2,
17,KNW,KHANDWA,1,09:10:00,09:15:00,5,552,2,
18,KKN,KHIRKIYA,1,09:55:00,09:57:00,2,628,2,
19,HD,HARDA,1,10:22:00,10:24:00,2,660,2,
20,TBN,TIMARNI,1,10:38:00,10:40:00,2,674,2,
21,ET,ITARSI JN,1,11:55:00,12:00:00,5,736,2,
22,HBD,HOSHANGABAD,1,12:18:00,12:20:00,2,753,2,
23,MDDP,MANDI DIP,1,13:13:00,13:15:00,2,805,2,
24,HBJ,HABIBGANJ,1,13:33:00,13:35:00,2,821,2,
25,BPL,BHOPAL JN,1,13:55:00,14:00:00,5,827,2,
26,BHS,VIDISHA,1,14:38:00,14:40:00,2,881,2,
27,BAQ,GANJ BASODA,1,15:08:00,15:10:00,2,920,2,
28,BINA,BINA JN,1,16:40:00,16:45:00,5,966,2,
29,LAR,LALITPUR,1,17:37:00,17:39:00,2,1028,2,
30,BAB,BABINA,1,18:22:00,18:24:00,2,1093,2,
31,JHS,JHANSI JN,1,19:05:00,19:20:00,15,1118,2,
32,CGN,CHIRGAON,1,19:44:00,19:46:00,2,1150,2,
33,AIT,AIT,1,20:32:00,20:34:00,2,1207,2,
34,ORAI,ORAI,1,21:08:00,21:10:00,2,1232,2,
35,KPI,KALPI,1,21:39:00,21:41:00,2,1266,2,
36,PHN,POKHRAYAN,1,21:56:00,21:58:00,2,1280,2,
37,BZM,BHIMSEN,1,23:35:00,23:37:00,2,1324,2,
38,CNB,KANPUR CENTRAL,1,00:10:00,00:20:00,10,1338,3,
