
Train,2864,YPR HWH PREMIUM,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,


Train,11005,PUDUCHERRY EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,DR,DADAR,1,Source,21:30:00,0,0,1,
2,KYN,KALYAN JN,1,22:06:00,22:10:00,4,45,1,
3,KJT,KARJAT,1,22:53:00,22:55:00,2,91,1,
4,LNL,LONAVALA,1,23:54:00,23:55:00,1,119,1,
5,PUNE,PUNE JN,1,01:00:00,01:10:00,10,183,2,
6,STR,SATARA,1,03:57:00,04:00:00,3,328,2,
7,KRD,KARAD,1,04:52:00,04:55:00,3,387,2,
8,TKR,TAKARI,1,05:18:00,05:20:00,2,414,2,
9,SLI,SANGLI,1,06:12:00,06:15:00,3,455,2,
10,MRJ,MIRAJ JN,1,06:50:00,06:55:00,5,462,2,
11,KUD,KUDACHI,1,07:23:00,07:25:00,2,495,2,
12,GPB,GHATPRABHA,1,08:00:00,08:02:00,2,542,2,
13,BGM,BELGAUM,1,09:03:00,09:05:00,2,600,2,
14,LD,LONDA JN,1,09:58:00,10:00:00,2,651,2,
15,LWR,ALNAVAR JN,1,10:38:00,10:40:00,2,684,2,
16,DWR,DHARWAR,1,11:25:00,11:27:00,2,721,2,
17,UBL,HUBLI JN,1,12:30:00,12:40:00,10,741,2,
18,HVR,HAVERI,1,13:50:00,13:52:00,2,816,2,
19,RNR,RANIBENNUR,1,14:22:00,14:24:00,2,849,2,
20,HRR,HARIHAR,1,14:48:00,14:50:00,2,871,2,
21,DVG,DAVANGERE,1,15:07:00,15:10:00,3,885,2,
22,RRB,BIRUR JN,1,16:58:00,17:00:00,2,999,2,
23,DRU,KADUR,1,17:08:00,17:10:00,2,1005,2,
24,ASK,ARSIKERE JN,1,17:55:00,18:00:00,5,1045,2,
25,TTR,TIPTUR,1,18:26:00,18:28:00,2,1070,2,
26,TK,TUMKUR,1,19:28:00,19:30:00,2,1141,2,
27,YPR,YESVANTPUR JN,1,20:50:00,22:00:00,22,1205,2,
28,BAND,BANASWADI,1,22:19:00,22:21:00,2,1219,2,
29,KJM,KRISHNARAJAPURM,1,22:33:00,22:35:00,2,1227,2,
30,BWT,BANGARAPET,1,23:28:00,23:30:00,2,1283,2,
31,JTJ,JOLARPETTAI,1,01:08:00,01:10:00,2,1361,3,
32,KPD,KATPADI JN,1,02:30:00,02:50:00,20,1445,3,
33,VLR,VELLORE CANT,1,03:03:00,03:05:00,2,1455,3,
34,ARV,ARNI ROAD,1,03:23:00,03:25:00,2,1490,3,
35,PRL,POLUR,1,03:38:00,03:40:00,2,1507,3,
36,TNM,TIRUVANNAMALAI,1,04:28:00,04:30:00,2,1538,3,
37,TRK,TIRUKOILUR,1,04:53:00,04:55:00,2,1571,3,
38,VM,VILLUPURAM JN,1,06:20:00,06:25:00,5,1605,3,
39,PDY,PUDUCHERRY,1,08:05:00,Destination,0,1643,3,


Train,11020,KONARK EXPRESS,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,BBS,BHUBANESWAR,1,Source,15:20:00,0,0,1,
2,KUR,KHURDA ROAD JN,1,15:50:00,15:55:00,5,19,1,
3,BALU,BALUGAON,1,16:45:00,16:46:00,1,90,1,
4,CAP,CHATRAPUR,1,17:23:00,17:24:00,1,145,1,
5,BAM,BRAHMAPUR,1,17:45:00,17:50:00,5,166,1,
6,IPM,ICHCHPURAM,1,18:18:00,18:19:00,1,190,1,
7,SPT,SOMPETA,1,18:33:00,18:34:00,1,208,1,
8,PSA,PALASA,1,19:15:00,19:17:00,2,240,1,
9,CHE,SRIKAKULAM ROAD,1,20:10:00,20:12:00,2,313,1,
10,VZM,VIZIANAGRAM JN,1,21:10:00,21:15:00,5,382,1,
11,VSKP,VISHAKAPATNAM,1,22:25:00,22:45:00,20,443,1,
12,AKP,ANAKAPALLE,1,23:32:00,23:33:00,1,477,1,
13,TUNI,TUNI,1,00:16:00,00:17:00,1,540,2,
14,SLO,SAMALKOT JN,1,00:55:00,00:56:00,1,594,2,
15,RJY,RAJAHMUNDRY,1,01:48:00,01:50:00,2,644,2,
16,NDD,NIDADAVOLU JN,1,02:14:00,02:15:00,1,666,2,
17,TDD,TADEPALLIGUDEM,1,02:32:00,02:33:00,1,686,2,
18,EE,ELURU,1,03:06:00,03:07:00,1,734,2,
19,BZA,VIJAYAWADA JN,1,05:00:00,05:20:00,20,793,2,
20,MDR,MADHIRA,1,06:02:00,06:03:00,1,850,2,
21,KMT,KHAMMAM,1,06:33:00,06:35:00,2,895,2,
22,MABD,MAHBUBABAD,1,07:20:00,07:21:00,1,942,2,
23,WL,WARANGAL,1,08:08:00,08:10:00,2,1002,2,
24,KZJ,KAZIPET JN,1,08:38:00,08:40:00,2,1012,2,
25,SC,SECUNDERABAD JN,1,11:35:00,11:45:00,10,1144,2,
26,BMT,BEGAMPET,1,11:55:00,11:57:00,2,1148,2,
27,TDU,TANDUR,1,13:39:00,13:40:00,1,1257,2,
28,SEM,SERAM,1,14:05:00,14:06:00,1,1290,2,
29,WADI,WADI,1,16:05:00,16:10:00,5,1327,2,
30,GR,GULBARGA,1,16:54:00,16:55:00,1,1364,2,
31,SUR,SOLAPUR JN,1,18:45:00,18:55:00,10,1477,2,
32,DD,DAUND JN,1,22:20:00,22:30:00,10,1665,2,
33,PUNE,PUNE JN,1,23:45:00,23:50:00,5,1740,2,
34,LNL,LONAVALA,1,00:54:00,00:55:00,1,1804,3,
35,KJT,KARJAT,1,01:44:00,01:45:00,1,1832,3,
36,KYN,KALYAN JN,1,02:39:00,02:40:00,1,1879,3,
37,TNA,THANE,1,02:59:00,03:00:00,1,1899,3,
38,DR,DADAR,1,03:24:00,03:25:00,1,1923,3,
39,CSTM,MUMBAI CST,1,03:55:00,Destination,0,1932,3,


Train,12028,SHATABDI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,SBC,BANGALORE CY JN,1,Source,06:00:00,0,0,1,
2,BNC,BANGALORE CANT,1,06:08:00,06:09:00,1,5,1,
3,KPD,KATPADI JN,1,08:58:00,09:00:00,2,232,1,
4,MAS,CHENNAI CENTRAL,1,11:00:00,Destination,0,362,1,


Train,12134,MUMBAI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,MAJN,MANGALORE JN,1,Source,16:45:00,0,0,1,
2,SL,SURATHKAL,1,17:16:00,17:18:00,2,23,1,
3,UD,UDUPI,1,17:48:00,17:50:00,2,82,1,
4,KUDA,KUNDAPURA,1,18:26:00,18:28:00,2,126,1,
5,BYNR,MOOKAMBIKA ROAD,1,18:45:00,18:47:00,2,173,1,
6,BTJL,BHATKAL,1,19:16:00,19:18:00,2,195,1,
7,KT,KUMTA,1,19:40:00,19:42:00,2,272,1,
8,KAWR,KARWAR,1,20:32:00,20:34:00,2,349,1,
9,MAO,MADGAON,1,21:40:00,21:50:00,10,431,1,
10,KKW,KANKAVALI,1,00:02:00,00:04:00,2,609,2,
11,RN,RATNAGIRI,1,02:15:00,02:20:00,5,765,2,
12,PNVL,PANVEL,1,08:10:00,08:15:00,5,1128,2,
13,TNA,THANE,1,09:23:00,09:25:00,2,1162,2,
14,CSTM,MUMBAI CST,1,10:33:00,Destination,0,1195,2,


Train,12258,YESVANTPUR EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,KCVL,KOCHUVELI,1,Source,17:00:00,0,0,1,
2,QLN,KOLLAM JN,1,17:55:00,18:00:00,5,59,1,
3,KYJ,KAYANKULAM JN,1,18:40:00,18:42:00,2,100,1,
4,MVLK,MAVELIKARA,1,18:51:00,18:52:00,1,107,1,
5,CNGR,CHENGANNUR,1,19:09:00,19:10:00,1,120,1,
6,CGY,CHANGANASERI,1,19:22:00,19:23:00,1,137,1,
7,KTYM,KOTTAYAM,1,19:55:00,20:00:00,5,155,1,
8,ERN,ERNAKULAM TOWN,1,21:10:00,21:15:00,5,217,1,
9,AWY,ALUVA,1,21:36:00,21:38:00,2,234,1,
10,TCR,THRISUR,1,22:42:00,22:45:00,3,288,1,
11,PGT,PALAKKAD,1,00:20:00,00:25:00,5,365,2,
12,CBE,COIMBATORE JN,1,01:40:00,01:45:00,5,420,2,
13,ED,ERODE JN,1,03:15:00,03:20:00,5,520,2,
14,SA,SALEM JN,1,04:12:00,04:15:00,3,583,2,
15,DPJ,DHARMAPURI,1,05:58:00,06:00:00,2,649,2,
16,HSRA,HOSUR,1,07:28:00,07:30:00,2,741,2,
17,BAND,BANASWADI,1,08:29:00,08:30:00,1,793,2,
18,YPR,YESVANTPUR JN,1,09:30:00,00:00:00,0,808,2,
19,KCVL,KOCHUVELI,1,00:00:00,17:00:00,0,0,1,
20,QLN,KOLLAM JN,1,17:55:00,18:00:00,5,59,1,
21,KYJ,KAYANKULAM JN,1,18:40:00,18:42:00,2,100,1,
22,MVLK,MAVELIKARA,1,18:51:00,18:52:00,1,107,1,
23,CNGR,CHENGANNUR,1,19:09:00,19:10:00,1,120,1,
24,CGY,CHANGANASERI,1,19:22:00,19:23:00,1,137,1,
25,KTYM,KOTTAYAM,1,19:55:00,20:00:00,5,155,1,
26,ERN,ERNAKULAM TOWN,1,21:10:00,21:15:00,5,217,1,
27,AWY,ALUVA,1,21:36:00,21:38:00,2,234,1,
28,TCR,THRISUR,1,22:42:00,22:45:00,3,288,1,
29,PGT,PALAKKAD,1,00:20:00,00:25:00,5,365,2,
30,CBE,COIMBATORE JN,1,01:40:00,01:45:00,5,420,2,
31,ED,ERODE JN,1,03:15:00,03:20:00,5,520,2,
32,SA,SALEM JN,1,04:12:00,04:15:00,3,583,2,
33,DPJ,DHARMAPURI,1,05:58:00,06:00:00,2,649,2,
34,HSRA,HOSUR,1,07:28:00,07:30:00,2,741,2,
35,BAND,BANASWADI,1,08:29:00,08:30:00,1,793,2,
36,YPR,YESVANTPUR JN,1,09:30:00,Destination,0,808,2,


Train,12288,DDN KCVL SUP EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,DDN,DEHRADUN,1,Source,05:50:00,0,0,1,
2,HW,HARIDWAR JN,1,07:15:00,07:45:00,6,52,1,
3,RK,ROORKEE,1,08:28:00,08:30:00,2,93,1,
4,DBD,DEOBAND,1,10:22:00,10:24:00,2,153,1,
5,MOZ,MUZAFFARNAGAR,1,10:41:00,10:43:00,2,177,1,
6,MTC,MEERUT CITY,1,11:27:00,11:30:00,3,232,1,
7,GZB,GHAZIABAD,1,12:20:00,12:23:00,3,280,1,
8,NZM,H NIZAMUDDIN,1,13:15:00,14:00:00,21,302,1,
9,KOTA,KOTA JN,1,19:45:00,19:55:00,10,760,1,
10,BRC,VADODARA JN,1,03:47:00,03:57:00,10,1288,2,
11,ST,SURAT,1,06:25:00,06:30:00,5,1417,2,
12,BSR,VASAI ROAD,1,10:50:00,10:55:00,5,1632,2,
13,PNVL,PANVEL,1,12:25:00,12:30:00,5,1699,2,
14,MAO,MADGAON,1,22:15:00,22:25:00,10,2396,2,
15,UD,UDUPI,1,03:06:00,03:08:00,2,2745,3,
16,MAJN,MANGALORE JN,1,04:35:00,04:45:00,10,2826,3,
17,KGQ,KASARAGOD,1,05:23:00,05:25:00,2,2877,3,
18,CAN,KANNUR,1,07:00:00,07:05:00,5,2963,3,
19,CLT,KOZHIKODE,1,08:30:00,08:35:00,5,3052,3,
20,SRR,SHORANUR JN,1,10:35:00,10:40:00,5,3138,3,
21,TCR,THRISUR,1,11:20:00,11:23:00,3,3171,3,
22,ERN,ERNAKULAM TOWN,1,12:55:00,13:00:00,5,3243,3,
23,KTYM,KOTTAYAM,1,14:00:00,14:05:00,5,3305,3,
24,CNGR,CHENGANNUR,1,14:38:00,14:40:00,2,3339,3,
25,QLN,KOLLAM JN,1,16:05:00,16:10:00,5,3401,3,
26,KCVL,KOCHUVELI,1,17:45:00,Destination,0,3459,3,


Train,12295,SANGHAMITRA EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,


Train,12432,TRIVNDRM RJDHNI,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,NZM,H NIZAMUDDIN,1,Source,11:00:00,0,0,1,
2,KOTA,KOTA JN,1,15:30:00,15:40:00,10,458,1,
3,BRC,VADODARA JN,1,22:19:00,22:29:00,10,986,1,
4,BSR,VASAI ROAD,1,03:10:00,03:15:00,5,1330,2,
5,PNVL,PANVEL,1,05:05:00,05:10:00,5,1397,2,
6,RN,RATNAGIRI,1,10:20:00,10:25:00,5,1759,2,
7,SWV,SAWANTWADI ROAD,1,13:10:00,13:12:00,2,1984,2,
8,MAO,MADGAON,1,14:35:00,14:45:00,10,2094,2,
9,KAWR,KARWAR,1,15:42:00,15:44:00,2,2176,2,
10,UD,UDUPI,1,19:02:00,19:04:00,2,2443,2,
11,MAJN,MANGALORE JN,1,20:40:00,20:50:00,10,2524,2,
12,CAN,KANNUR,1,22:55:00,22:57:00,2,2661,2,
13,CLT,KOZHIKODE,1,00:20:00,00:22:00,2,2750,3,
14,SRR,SHORANUR JN,1,02:05:00,02:10:00,5,2836,3,
15,TCR,THRISUR,1,02:58:00,03:00:00,2,2869,3,
16,ERS,ERNAKULAM JN,1,04:30:00,04:35:00,5,2943,3,
17,ALLP,ALLEPPEY,1,05:32:00,05:35:00,3,3000,3,
18,QLN,KOLLAM JN,1,07:27:00,07:30:00,3,3084,3,
19,TVC,TRIVANDRUM CNTL,1,09:15:00,Destination,0,3149,3,


Train,12483,AMRITSAR EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,KCVL,KOCHUVELI,1,Source,09:20:00,0,0,1,
2,QLN,KOLLAM JN,1,10:10:00,10:15:00,5,59,1,
3,KYJ,KAYANKULAM JN,1,10:58:00,11:00:00,2,100,1,
4,ALLP,ALLEPPEY,1,11:40:00,11:43:00,3,143,1,
5,ERS,ERNAKULAM JN,1,12:50:00,12:55:00,5,200,1,
6,TCR,THRISUR,1,14:02:00,14:05:00,3,274,1,
7,SRR,SHORANUR JN,1,15:05:00,15:10:00,5,307,1,
8,CLT,KOZHIKODE,1,16:40:00,16:45:00,5,392,1,
9,CAN,KANNUR,1,18:10:00,18:15:00,5,482,1,
10,KGQ,KASARAGOD,1,19:18:00,19:20:00,2,567,1,
11,MAJN,MANGALORE JN,1,20:30:00,20:40:00,10,619,1,
12,UD,UDUPI,1,21:50:00,21:52:00,2,700,1,
13,MAO,MADGAON,1,02:10:00,02:20:00,10,1049,2,
14,CHI,CHIPLUN,1,09:10:00,09:12:00,2,1490,2,
15,PNVL,PANVEL,1,13:35:00,13:40:00,5,1746,2,
16,BSR,VASAI ROAD,1,15:50:00,15:55:00,5,1813,2,
17,ST,SURAT,1,19:48:00,19:53:00,5,2028,2,
18,BRC,VADODARA JN,1,21:52:00,22:10:00,18,2157,2,
19,KOTA,KOTA JN,1,06:00:00,06:10:00,10,2685,3,
20,NZM,H NIZAMUDDIN,1,13:30:00,14:00:00,6,3142,3,
21,NDLS,NEW DELHI,1,14:30:00,14:50:00,20,3150,3,
22,UMB,AMBALA CANT JN,1,18:50:00,19:05:00,15,3348,3,
23,LDH,LUDHIANA JN,1,21:00:00,21:10:00,10,3462,3,
24,JUC,JALANDHAR CITY,1,22:20:00,22:25:00,5,3518,3,
25,BEAS,BEAS,1,23:01:00,23:05:00,4,3555,3,
26,ASR,AMRITSAR JN,1,23:55:00,Destination,0,3597,3,


Train,12507,GUWAHATI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,TVC,TRIVANDRUM CNTL,1,Source,17:00:00,0,0,1,
2,QLN,KOLLAM JN,1,17:55:00,18:00:00,5,65,1,
3,KYJ,KAYANKULAM JN,1,18:40:00,18:42:00,2,106,1,
4,MVLK,MAVELIKARA,1,18:50:00,18:52:00,2,114,1,
5,CNGR,CHENGANNUR,1,19:08:00,19:10:00,2,126,1,
6,TRVL,TIRUVALLA,1,19:18:00,19:20:00,2,135,1,
7,KTYM,KOTTAYAM,1,19:55:00,20:00:00,5,161,1,
8,ERN,ERNAKULAM TOWN,1,21:10:00,21:15:00,5,223,1,
9,AWY,ALUVA,1,21:36:00,21:38:00,2,240,1,
10,TCR,THRISUR,1,22:30:00,22:33:00,3,295,1,
11,PGT,PALAKKAD,1,00:05:00,00:10:00,5,372,2,
12,CBE,COIMBATORE JN,1,01:20:00,01:25:00,5,426,2,
13,CBF,COIMBATORE NRTH,1,01:40:00,01:43:00,3,429,2,
14,TUP,TIRUPPUR,1,02:08:00,02:10:00,2,476,2,
15,ED,ERODE JN,1,03:00:00,03:05:00,5,527,2,
16,SA,SALEM JN,1,03:55:00,04:00:00,5,589,2,
17,JTJ,JOLARPETTAI,1,05:45:00,05:50:00,5,709,2,
18,KPD,KATPADI JN,1,07:00:00,07:05:00,5,793,2,
19,AJJ,ARAKKONAM,1,08:03:00,08:05:00,2,854,2,
20,MAS,CHENNAI CENTRAL,1,09:30:00,10:00:00,6,922,2,
21,OGL,ONGOLE,1,14:20:00,14:21:00,1,1214,2,
22,BZA,VIJAYAWADA JN,1,16:45:00,17:00:00,15,1352,2,
23,RJY,RAJAHMUNDRY,1,19:10:00,19:12:00,2,1502,2,
24,VSKP,VISHAKAPATNAM,1,22:55:00,23:15:00,20,1703,2,
25,VZM,VIZIANAGRAM JN,1,00:15:00,00:17:00,2,1763,3,
26,CHE,SRIKAKULAM ROAD,1,01:08:00,01:10:00,2,1833,3,
27,PSA,PALASA,1,02:15:00,02:17:00,2,1906,3,
28,BAM,BRAHMAPUR,1,03:17:00,03:22:00,5,1979,3,
29,BALU,BALUGAON,1,04:20:00,04:22:00,2,2055,3,
30,KUR,KHURDA ROAD JN,1,05:30:00,05:45:00,15,2126,3,
31,BBS,BHUBANESWAR,1,06:10:00,06:15:00,5,2145,3,
32,CTC,CUTTACK,1,06:50:00,06:55:00,5,2173,3,
33,JJKR,JAJPUR K ROAD,1,07:50:00,07:52:00,2,2245,3,
34,BHC,BHADRAK,1,09:00:00,09:02:00,2,2288,3,
35,BLS,BALASORE,1,09:45:00,09:47:00,2,2351,3,
36,KGP,KHARAGPUR JN,1,11:25:00,11:40:00,15,2469,3,
37,SRC,SANTRAGACHI JN,1,13:17:00,13:18:00,1,2577,3,
38,HWH,HOWRAH JN,1,13:55:00,14:15:00,20,2584,3,
39,BHP,BOLPUR S NIKTN,1,16:24:00,16:29:00,5,2730,3,
40,RPH,RAMPUR HAT,1,17:41:00,17:43:00,2,2790,3,
41,PKR,PAKUR,1,18:26:00,18:27:00,1,2844,3,
42,MLDT,MALDA TOWN,1,20:00:00,20:15:00,15,2912,3,
43,KNE,KISHANGANJ,1,22:04:00,22:06:00,2,3057,3,
44,NJP,NEW JALPAIGURI,1,23:50:00,00:10:00,20,3144,4,
45,DQG,DHUPGURI,1,01:10:00,01:12:00,2,3210,4,
46,NCB,NEW COOCH BEHAR,1,02:12:00,02:14:00,2,3270,4,
47,NOQ,NEW ALIPURDUAR,1,02:30:00,02:32:00,2,3289,4,
48,KOJ,KOKRAJHAR,1,03:28:00,03:30:00,2,3368,4,
49,NBQ,NEW BONGAIGAON,1,04:30:00,04:35:00,5,3396,4,
50,BPRD,BARPETA ROAD,1,05:10:00,05:12:00,2,3440,4,
51,RNY,RANGIYA JN,1,06:00:00,06:05:00,5,3505,4,
52,KYQ,KAMAKHYA,1,07:37:00,07:39:00,2,3546,4,
53,GHY,GUWAHATI,1,07:55:00,Destination,0,3552,4,


Train,12509,GUWAHATI EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,SBC,BANGALORE CY JN,1,Source,23:30:00,0,0,1,
2,BNC,BANGALORE CANT,1,23:40:00,23:45:00,5,5,1,
3,KJM,KRISHNARAJAPURM,1,23:54:00,23:56:00,2,15,1,
4,BWT,BANGARAPET,1,00:43:00,00:45:00,2,71,2,
5,JTJ,JOLARPETTAI,1,02:08:00,02:10:00,2,149,2,
6,KPD,KATPADI JN,1,03:18:00,03:20:00,2,232,2,
7,AJJ,ARAKKONAM,1,04:08:00,04:10:00,2,293,2,
8,MAS,CHENNAI CENTRAL,1,05:40:00,06:20:00,16,362,2,
9,OGL,ONGOLE,1,10:49:00,10:50:00,1,653,2,
10,BZA,VIJAYAWADA JN,1,13:05:00,13:20:00,15,792,2,
11,RJY,RAJAHMUNDRY,1,15:27:00,15:29:00,2,941,2,
12,VSKP,VISHAKAPATNAM,1,19:25:00,19:45:00,20,1142,2,
13,VZM,VIZIANAGRAM JN,1,20:40:00,20:42:00,2,1203,2,
14,CHE,SRIKAKULAM ROAD,1,21:35:00,21:37:00,2,1272,2,
15,PSA,PALASA,1,22:45:00,22:47:00,2,1345,2,
16,BAM,BRAHMAPUR,1,23:43:00,23:45:00,2,1419,2,
17,BALU,BALUGAON,1,00:40:00,00:42:00,2,1495,3,
18,KUR,KHURDA ROAD JN,1,01:50:00,02:00:00,10,1566,3,
19,BBS,BHUBANESWAR,1,02:20:00,02:25:00,5,1585,3,
20,CTC,CUTTACK,1,03:10:00,03:15:00,5,1612,3,
21,JJKR,JAJPUR K ROAD,1,04:09:00,04:10:00,1,1684,3,
22,BHC,BHADRAK,1,05:33:00,05:35:00,2,1728,3,
23,BLS,BALASORE,1,06:20:00,06:22:00,2,1790,3,
24,KGP,KHARAGPUR JN,1,08:15:00,08:30:00,15,1908,3,
25,SRC,SANTRAGACHI JN,1,10:06:00,10:08:00,2,2016,3,
26,HWH,HOWRAH JN,1,10:55:00,11:15:00,20,2024,3,
27,BHP,BOLPUR S NIKTN,1,13:15:00,13:20:00,5,2169,3,
28,RPH,RAMPUR HAT,1,14:26:00,14:28:00,2,2230,3,
29,MLDT,MALDA TOWN,1,17:15:00,17:30:00,15,2351,3,
30,BOE,BARSOI JN,1,18:39:00,18:41:00,2,2439,3,
31,KNE,KISHANGANJ,1,19:31:00,19:33:00,2,2496,3,
32,NJP,NEW JALPAIGURI,1,21:30:00,21:45:00,15,2584,3,
33,JPE,JALPAIGURI ROAD,1,22:25:00,22:26:00,1,2617,3,
34,DQG,DHUPGURI,1,22:53:00,22:55:00,2,2649,3,
35,NCB,NEW COOCH BEHAR,1,23:43:00,23:45:00,2,2710,3,
36,NOQ,NEW ALIPURDUAR,1,00:08:00,00:10:00,2,2728,4,
37,KOJ,KOKRAJHAR,1,01:07:00,01:08:00,1,2807,4,
38,NBQ,NEW BONGAIGAON,1,02:20:00,02:25:00,5,2835,4,
39,BPRD,BARPETA ROAD,1,02:59:00,03:00:00,1,2880,4,
40,RNY,RANGIYA JN,1,04:00:00,04:05:00,5,2944,4,
41,KYQ,KAMAKHYA,1,05:06:00,05:07:00,1,2986,4,
42,GHY,GUWAHATI,1,05:50:00,Destination,0,2992,4,


Train,12512,RAPTISAGAR EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,TVC,TRIVANDRUM CNTL,1,Source,06:15:00,0,0,1,
2,QLN,KOLLAM JN,1,07:10:00,07:15:00,5,65,1,
3,KYJ,KAYANKULAM JN,1,07:53:00,07:55:00,2,106,1,
4,HAD,HARIPPAD,1,08:14:00,08:15:00,1,119,1,
5,AMPA,AMBALAPUZHA,1,08:29:00,08:30:00,1,137,1,
6,ALLP,ALLEPPEY,1,08:40:00,08:43:00,3,149,1,
7,SRTL,SHERTALAI,1,09:14:00,09:15:00,1,173,1,
8,ERS,ERNAKULAM JN,1,10:00:00,10:10:00,10,206,1,
9,AWY,ALUVA,1,10:38:00,10:40:00,2,225,1,
10,AFK,ANGAMALI,1,10:49:00,10:50:00,1,234,1,
11,CKI,CHALAKUDI,1,11:07:00,11:08:00,1,250,1,
12,IJK,IRINJALAKUDA,1,11:15:00,11:16:00,1,256,1,
13,TCR,THRISUR,1,11:47:00,11:50:00,3,280,1,
14,WKI,WADAKANCHERI,1,12:09:00,12:10:00,1,296,1,
15,SRR,SHORANUR JN,1,12:55:00,13:05:00,10,313,1,
16,OTP,OTTAPPALAM,1,13:19:00,13:20:00,1,326,1,
17,PGT,PALAKKAD,1,14:00:00,14:05:00,5,357,1,
18,CBE,COIMBATORE JN,1,15:20:00,15:25:00,5,412,1,
19,TUP,TIRUPPUR,1,16:08:00,16:10:00,2,462,1,
20,ED,ERODE JN,1,17:05:00,17:15:00,10,512,1,
21,SA,SALEM JN,1,18:05:00,18:10:00,5,575,1,
22,JTJ,JOLARPETTAI,1,19:48:00,19:50:00,2,695,1,
23,KPD,KATPADI JN,1,20:53:00,20:55:00,2,778,1,
24,MAS,CHENNAI CENTRAL,1,23:05:00,23:25:00,20,908,1,
25,GDR,GUDUR JN,1,01:35:00,01:37:00,2,1045,2,
26,NLR,NELLORE,1,02:02:00,02:03:00,1,1083,2,
27,OGL,ONGOLE,1,03:29:00,03:30:00,1,1199,2,
28,CLX,CHIRALA,1,04:05:00,04:06:00,1,1249,2,
29,BZA,VIJAYAWADA JN,1,06:05:00,06:20:00,15,1338,2,
30,KMT,KHAMMAM,1,07:30:00,07:32:00,2,1439,2,
31,WL,WARANGAL,1,09:20:00,09:22:00,2,1546,2,
32,RDM,RAMAGUNDAM,1,10:35:00,10:36:00,1,1649,2,
33,MCI,MANCHIRYAL,1,10:47:00,10:48:00,1,1662,2,
34,BPA,BELLAMPALLI,1,11:09:00,11:10:00,1,1682,2,
35,SKZR,SIRPUR KAGAZNGR,1,11:36:00,11:37:00,1,1721,2,
36,BPQ,BALHARSHAH,1,13:05:00,13:15:00,10,1790,2,
37,CD,CHANDRAPUR,1,13:34:00,13:35:00,1,1804,2,
38,HGT,HINGANGHAT,1,14:34:00,14:35:00,1,1888,2,
39,SEGM,SEVAGRAM,1,15:19:00,15:20:00,1,1925,2,
40,NGP,NAGPUR,1,16:45:00,17:00:00,15,2001,2,
41,PAR,PANDHURNA,1,18:14:00,18:15:00,1,2105,2,
42,AMLA,AMLA JN,1,19:17:00,19:19:00,2,2169,2,
43,BZU,BETUL,1,19:34:00,19:35:00,1,2192,2,
44,GDYA,GHORADONGRI,1,20:14:00,20:15:00,1,2228,2,
45,ET,ITARSI JN,1,22:15:00,22:20:00,5,2298,2,
46,BPL,BHOPAL JN,1,00:05:00,00:10:00,5,2390,3,
47,LAR,LALITPUR,1,03:03:00,03:04:00,1,2591,3,
48,JHS,JHANSI JN,1,04:17:00,04:32:00,15,2681,3,
49,ORAI,ORAI,1,05:59:00,06:00:00,1,2795,3,
50,PHN,POKHRAYAN,1,06:33:00,06:34:00,1,2842,3,
51,CNB,KANPUR CENTRAL,1,08:15:00,08:20:00,5,2901,3,
52,ON,UNNAO JN,1,08:42:00,08:43:00,1,2918,3,
53,LJN,LUCKNOW NE,1,09:45:00,10:05:00,20,2974,3,
54,BNZ,BADSHAHNAGAR,1,10:30:00,10:31:00,1,2986,3,
55,BBK,BARABANKI JN,1,11:03:00,11:05:00,2,3011,3,
56,GD,GONDA JN,1,12:25:00,12:30:00,5,3099,3,
57,MUR,MANKAPUR JN,1,12:52:00,12:54:00,2,3127,3,
58,BST,BASTI,1,13:45:00,13:50:00,5,3188,3,
59,KLD,KHALILABAD,1,14:13:00,14:14:00,1,3218,3,
60,GKP,GORAKHPUR JN,1,15:20:00,Destination,0,3253,3,


